noOfComments,bodyLength,bodyContent,commentsSentimentValue,noOfevents,filteredUsers,noOfDevelopers,bugAuthor,labels,sameBugFixTime,timeToFix,sameBugFixTimeClass,timeToFixClass
5,2131,"""npm update tap --depth=1"" fails with confusing error , npm ERR! Darwin 15.0.0npm ERR! argv ""node"" ""/usr/local/bin/npm"" ""update"" ""tap"" ""--depth=1""npm ERR! node v0.12.7npm ERR! npm v3.3.1npm ERR! Cannot read property 'filter' of undefinednpm ERR!npm ERR! If you need help, you may report this error at:npm ERR! <https://github.com/npm/npm/issues>npm ERR! Pl",0,16,"othiym23,iarna,aredridel,zkat",4,aredridel,"big-bug,bug,needs-repro",13.266388888888889,8517.523611111112,1,7
3,1759,"CLI flag `--only` is overridden by `NODE_ENV` ,  BackgroundHere's my understanding of how this new feature should work: npm@3.3.0 includes a new CLI flag --only={prod[uction]|dev[elopment]}. When this flag is used, only the dependencies or devDependencies listed in _package.json_ should be installed (and devDependencies will not be installed recu",16.299,7,"othiym23,watilde,iarna,dylancwood,hellboy81",5,dylancwood,"bug,patch-welcome",1454.8019444444444,886.8083333333333,6,5
1,751,"Update the documentation about ""npm start"" , Took me a while to figure out where npm start it finds things. Here is great answer to the question:https://stackoverflow.com/questions/11716421/difference-between-npm-start-node-app-js-when-starting-app/1171666711716667From the man page, npm start:runs a package's ""start"" script, if one was provide",3.625,5,"othiym23,JuanCaicedo",2,wyattbiker,"bug,documentation",20347.765277777777,1498.5902777777778,7,6
2,426,"npm ls not finding module , This is weird:$ npm i ../deep-equaltap@1.3.2 /Users/isaacs/dev/js/tap└── deep-equal@1.0.0-patched-by-isaacs$ npm ls deep-equaltap@1.3.2 /Users/isaacs/dev/js/tap└── (empty)npm ERR! code 1$ npm -v3.3.1Linked install at 2724e30b71ac79f5c6e1aa821474c70ab4f0a222. Module is a bundled dep with a prerelease",-8.844999999999999,23,"othiym23,iarna,zkat,segrey,alunny",5,isaacs,"big-bug,bug",5163.428888888889,6360.043888888889,7,7
4,183,"Windows_NT 6.3.9600 , ![2015-08-27 23_22_39-c__windows_system32_cmd exe](https://cloud.githubusercontent.com/assets/7522178/9533466/96643502-4d12-11e5-891d-af100e2b02b8.png)http://justpaste.it/npm-debug",11.402000000000001,7,"BramDecuypere,othiym23,npm-robot,thanhmabo,mdrozdo",5,BramDecuypere,"bot-closed,bug,needs-repro,windows",5913.417777777778,15877.225555555555,7,7
1,750,"Documentation inconsistent on ignoring .npmrc with permissions but 0600 , Since cf109a682, included in 2.11.1, the documentation claims project and user .npmrc files with permissions other than 0600 will be ignored.I have Node (io.js) 1.7.1 and npm 2.14.0 and I observe than npm is happily using both user and project files with permissions 0644.It's possible that the docum",8.637,4,"othiym23,npm-robot",2,denis-sokolov,"bot-closed,bug,documentation",40.92638888888889,15883.183888888889,2,7
1,684,"nested run-script output is overpowering on error , For a particularly ridiculous example, see the following:<img width=""1280"" alt=""2015-08-26_15-59-20_lz8ww"" src=""https://cloud.githubusercontent.com/assets/418097/9508813/1ab47872-4c0e-11e5-9e77-9753f2af4fd0.png""><img width=""1280"" alt=""2015-08-26_15-58-43_1qs29"" src=""https://cloud.githubusercontent.c",8.637,6,"othiym23,zkat,npm-robot",3,othiym23,"bot-closed,bug,error-handling",18279.28583333333,15899.296944444444,7,7
1,344,"update command silently ignores invalid version numbers , % npm -v2.13.3package.json json{ ""dependencies"": { ""koa"": ""2.0.0"" }}- npm install: Error version not found: koa@2.0.0- npm update: nothing happens.If I change the version to ^2.0.0, an error is correctly thrown with both install and update commands: No compatible version found: koa@'>=2.0.0 <3.0.0'",8.637,3,"othiym23,npm-robot",2,targos,"bot-closed,bug",19.79861111111111,15933.173611111111,1,7
4,1102,"npm cache causes errors when a github dependency's branches change in certain ways. , For example, suppose we depend on package foo from git+https://github.com/foo/foobar, depending on the bar branch. When we npm install, it'll work just fine. Now, suppose the foo/foo repo also has a branch called baz. npm install still works. Now suppose upstream moves the baz branch to a branch cal",10.325000000000001,5,"othiym23,npm-robot,iarna,trusktr",4,trusktr,"bot-closed,bug,git",5114.395277777778,15949.993611111111,7,7
7,391,"Uninstall refusing to delete .bin files - npm 3.3.0 , Using npm 3.3.0, I get an error trying to uninstall the module _nativefier_:> Refusing to delete: C:\Code\npm-uninstall-test\node_modules.bin\nativefier.cmd not in C:\Code\npm-uninstall-test\node_modules\nativefierI was able to uninstall a different package. I do not get the error in npm 2.14.0. I'm",-21.869,15,"othiym23,iarna,bdukes,vjpr,ghost,amyspark",6,bdukes,"bug,windows",4510.551666666666,438.9952777777778,7,4
2,689,"npm failed to install package with node.js (chakra). , installed Node.js (Chakra) on Windows 10 Enterprise (https://github.com/Microsoft/node), upgraded npm to v3.3.0 with (https://www.npmjs.com/package/npm-windows-upgrade). the ""npm install -g any-package"" will fail and return error ""invalid name: node.js (chakra)"".205 error Windows_NT 6.3.9600206 erro",-0.5629999999999997,9,"othiym23,iarna",2,NNM11,"bug,windows",934.3336111111112,1584.5533333333333,5,6
5,400,"npm access expects package.json to be present , A command like npm access ls-packages seldo does not have anything to do with a package, so npm shouldn't need a package.json to be present, but it's looking for one and throwing an error when it doesn't find it:https://gist.github.com/seldo/532a75918eca88a6cd4fConfirmed by @othiym23 and @iarna as a",7.009,26,"othiym23,iarna",2,seldo,"bug,merge-to-latest,merge-to-lts",24962.358333333334,2515.087777777778,7,6
2,304,"Progress bar broken with color=false , Our new progress bar (6911) is totally broken with color=false in .npmrc. It really scared me off when I first tried npm@3The ""carriage return"" sequences got removed and we got a 3D progress bar with the progress being logged in the time dimension behind the messages. Might be related to 8812",1,9,"othiym23,iarna,saper",3,saper,"bug,ux",6096.971111111111,10991.545555555556,7,7
4,1517,"`npm repo` runs prepublish , This surprised me very much!:; npm repo> newww@2.1.0 prepublish /Users/aredridel/Projects/npm/newww> gulp buildmodule.js:338 throw err; ^Error: Cannot find module 'gulp-rev-all' at Function.Module._resolveFilename (module.js:336:15) at Function.Module._load (module.js:278:25) at Module.require (modu",0.8820000000000003,12,"othiym23,iarna,aredridel",3,aredridel,"bug,ready",21261.02388888889,250.55333333333334,7,4
7,1661,"helpful errors when package has no package.json , I'm getting an error like in 8881. I have ❯ git --version [09:54:35]git version 2.3.2 (Apple Git-55) ❯ npm -v [09:54:38]3.3.0and package.json looks like this js{... ""dependencies"": { ""army-knife"": ""^0.2.1"", ""async"": ""^0.9.0"", ""big.js"": ""^2.5.1"", ""bignumber.js"": ""^1.4.1"", ""bootstrap"": ""^3.2.0"", ""boot",1.2559999999999993,17,"othiym23,trusktr,iarna,KenanY,npm-robot",5,trusktr,"bot-closed,bug,error-handling",1662.5144444444445,16145.552777777777,6,7
2,2355,"Manual installation of ""npm"" causes broken links in ""[prefix]/share/man"" , I installed Node on OS X 10.10.5 via Homebrew but without the included npm (using brew install node --without-npm --with-openssl) to avoid all the double path mess this kind of installation would cause. So the next step was to install npm additionally. I did this the following way:$ node -vv0.12.7$",12.638,4,"othiym23,npm-robot,sparhomenko",3,the-real-tokai,"bot-closed,bug,documentation",74.02472222222222,16153.234722222222,2,7
2,350,"Verify engine when installing a top level package , If I install a module into my app that specifies an engine that doesn't match my current system NPM gives a warning.My app specifies an engine but it is never installed inside of another package. I would expect running npm install at the top level to run the same checks on engine versions as it does",10.991,3,"othiym23,npm-robot,TheSavior",3,TheSavior,"bot-closed,bug",0.2036111111111111,16189.23361111111,1,7
2,585,"`index.js` file being removed , Running npm publish is removing the index.js file. This is occuring with the following package @whitneyit/log and @whitneyit/clean.Republishing the package has fixed it for log@1.1.1 but not for clean@1.0.3.https://github.com/whitneyit/loghttps://github.com/whitneyit/cleanIt also seems to be includi",8.084,2,"othiym23,whitneyit",2,whitneyit,bug,4518.1241666666665,0.13027777777777777,7,1
2,739,".npm-init.js runs in the cwd of the init file, not the module you're initializing , If, as we recommend, your .npm-init.js file is in your home directory, things like __directory and __filename do not actually work as suggested by https://github.com/npm/promzardusageWe could of course just change promzard's readme but it seems nicer to have the init running in a more intuitive cont",13.735,8,"othiym23,seldo,npm-robot,lholmquist",4,seldo,"bot-closed,bug,footgun",21663.46722222222,16211.47361111111,7,7
2,706,"`npm search` is very slow and needs to much memory , npm search is currently not usable. It uses to much memory during the first index and is pretty slow when executing a query.I got an out of memory error on node 0.10:$ npm searchnpm WARN Building the local index for the first time, please be patientFATAL ERROR: JS Allocation failed - process out of",-1.8739999999999997,5,"marcbachmann,othiym23,timoxley",3,marcbachmann,"bug,search",2427.6794444444445,46.57666666666667,6,2
4,527,"Git repo skipped when install from package.json , From the command line, I can type npm install --save platfora/Canteen to get Canteen added to my package.json json{ ""name"": ""npm_test"", ""version"": ""1.0.0"", ""dependencies"": { ""Canteen"": ""platfora/Canteen"" }}and Canteen imported into my node_modules folder.But if I remove Canteen from node_modules, an",9.574,4,"othiym23,npm-robot,kevincolten,stevemao,mattpap",5,kevincolten,"bot-closed,bug,git",5267.825277777778,16241.298888888889,7,7
1,852,"Use node version from current process when run node-gyp , I have two node (and npm) versions on my machine:$ /opt/nodejs/0.12/bin/node -vv0.12.7$ /opt/nodejs/0.12/bin/npm -v2.11.3$ node -vv0.8.26$ npm -v1.4.15When I try install libxmljs package using node 0.12, npm uses global node 0.8 for node-gyp$ /opt/nodejs/0.12/bin/npm i libxmljs --verbose...npm info",2.646,11,"othiym23,iarna,narqo,zkat",4,ikokostya,"bug,documentation,support",353.87416666666667,4064.401388888889,4,7
4,191,"npm search hangs when not given search , npm search hangs if you don't give it a term to search for. I'm sure it's working as intended and hanging because it's trying to pull every package, but this can be confusing to some people.",3.98,3,"othiym23,shri3k,KylePalko,marcbachmann",4,KylePalko,"bug,search",2506.7272222222223,5332.186111111111,6,7
19,1109,"npm@3.2.2 pack ""Maximum call stack size exceeded"" , Hello Friends of NPM,I believe this is similar to 8138. Some algo within pack may need to be adjusted, as it blows the stack with large module trees. steps to reproduce: sh-> git clone https://github.com/ember-cli/ember-cl-> cd ember-cli-> npm i -g npm@3.2.2-> npm packnpm ERR! Darwin 14.4.0npm ERR!",6.460999999999998,27,"othiym23,iarna,micahr,stefanpenner,ile,apaleslimghost,gregoryfoster,jardayn,elijahpaul,fguillen,hunter686,chaseadamsio,shauvik,zhuping",14,stefanpenner,"big-bug,bug",2887.896111111111,1756.7691666666667,6,6
4,151,"Pre-publish runs before install , Setup: npm installExpected behaviour: Run npm preinstall, npm install, npm postinstall scriptsActual behaviour: Runs npm prepublish script",6.917999999999999,8,"andersjanmyr,KenanY,othiym23,andrewshawcare",4,andrewshawcare,bug,2925.7638888888887,6.4286111111111115,6,1
1,57,"Symlink cycles between deps makes npm explode , Our tree walking gets burned by this in multiple places.",0.646,4,iarna,1,iarna,bug,19888.40111111111,98.32916666666667,7,3
9,308,"npm install https://atom.io/download/atom-shell/nan-1.6.1.tgz  failed , the url https://atom.io/download/atom-shell/nan-1.6.1.tgz will redirect to a AWS urlwhen I use npm@1.4.5, it worked, but when I use v2.x. it will show npm ERR! fetch failed https://atom.io/download/atom-shell/nan-1.6.1.tgzI think ""npm install"" can not handle the case which response http code is 302",0,11,"kunyan,KenanY,othiym23,npm-robot",4,kunyan,"bot-closed,bug",24962.358333333334,16315.458888888888,7,7
9,1458,"Local dependencies & npm dedupe in npm 2.x , Something happened recently and now npm dedupe blows up with the following error when it hits local dependencies, or any other dependencies that are installed that it can't find in the registry while deduping:npm ERR! Cannot read property 'dist-tags' of nullThe error is caused by data being null in",-7.981,19,"othiym23,timoxley,bcoe,narqo,kornelski",5,timoxley,"bug,patch-welcome",454.62083333333334,250.61555555555555,4,4
4,383,"Coding style: Double vs single quotes , Reading through and loving the your [style-guidesque docs](https://docs.npmjs.com/misc/coding-style) and I noticed that there was no mention of the ever raging war between double and single quotes. I skimmed through some of your code and found that single quotes seemed to be preferred a majority of",0,9,"ahstro,othiym23,KenanY,iarna",4,ahstro,"bug,documentation,patch-welcome",11869.825277777778,1454.8019444444444,7,6
2,1591,"`npm view` child fields – escaping keys & square bracket notation ,  tldr1. Need way to escape keys like '3.0-next' so they can work with npm view npm.dist-tags.2. npm view npm.users[0] square bracket notation doesn't work [as advertised](https://docs.npmjs.com/cli/view).---You can use the npm cli to query the version of a package like so:> npm info npm dist-tags.ne",-6.327999999999999,4,"othiym23,npm-robot",2,timoxley,"bot-closed,bug,patch-welcome",16505.599444444444,16324.146388888888,7,7
4,4860,"Local dependencies broken in npm v3 , npm 3 crashes with an ENOENT error during an npm install if your app contains relative file: path local dependencies that have the dependency structure outlined below.I believe this is caused by npm 3 looking for the child dependency relative to location of the parent inside node_modules, i.e. '../c",-13.774000000000001,25,"timoxley,othiym23,dylang,iarna,walea3",5,timoxley,"bug,ready",250.61555555555555,454.62083333333334,4,4
157,1907,"Couldn't install optional dependency: Unsupported , Hello. I've faced some issues, possibly it was caused by updating npm from v2 to v3 on my machine. I've tried to solve this by myself but had no success.I'm using my homedir as a place for common-used npm-packages.So, when I do npm i fibonacci in ~ I get ~/node_modules/fibonacci. This works even if",-9.961000000000002,30,"othiym23,voraciousdev,rafaelmagu,StreetStrider,danez,iarna,trusktr,cchamberlain,OnkelTem,GenaANTG,rubensayshi,lukeapage,ndaidong,Katharsas,binarykitchen,migralito,calcaide,darkmavis1980,ezeed,thisisole,LitixThomas,ghost,samir1kumar,lexfernandez,raine,justjacksonn",26,StreetStrider,"bug,error-handling,merge-to-latest",5148.4413888888885,2489.1658333333335,7,6
1,282,"Things that trigger npm's prepublish lifecycle fail with custom user-agent , This is specific to npm itself, not modules using it.You can npm config set user-agent blah and then you can't build npm any more =DThis is because a version check we're doing looks at the user-agent. We should just expose the version more explicitly and stop parsing that.",0.02100000000000002,7,"iarna,othiym23",2,iarna,bug,37.128055555555555,1849.5158333333334,2,6
8,492,"Upgrading to v3.2.0 npm install throws ""Object.keys called on non-object"" , First time using npm 3 beta. I installed globally and then deleted node_modules and called npm install.The result was:npm ERR! Object.keys called on non-objectnpm ERR!npm ERR! If you need help, you may report this error at:npm ERR! <https://github.com/npm/npm/issues>npm ERR! Darwin 14.4.0npm ERR! ar",13.824000000000002,27,"othiym23,iarna,ashchander,madcapnmckay",4,madcapnmckay,"big-bug,bug",19504.476944444443,2045.7936111111112,7,6
2,400,"HTTP api - minor verision query , Hi, Have there been any changes to npm's http api? We use HTTP queries like GET http://registry.npmjs.org/sealious/0.4 to check if there are new patch versions available for that particular minor version, but this address returns an empty string since few hours ago...A link with patch version number",0,5,othiym23,1,kuba-orlik,"bug,registry",2074.0558333333333,15.025277777777777,6,1
4,1585,"failed to fetch from registry: https://registry.npmjs.org/sass , Cannot install node module sass. This causes failing builds.Any ideas?npm ERR! Error: failed to fetch from registry: https://registry.npmjs.org/sassnpm ERR! at RegClient.<anonymous> (/usr/local/lib/node_modules/npm/node_modules/npm-registry-client/lib/get.js:159:18)npm ERR! at cb (/usr/local/lib/nod",1.563,3,"othiym23,arenoux,bstst,Yvem",4,mkurte,"bug,registry",101.85694444444445,119.84472222222222,3,3
10,9549,"Refusing to install gulp as it is a dependency of itself? , Can't really make any sense of thisvagrant@homestead:/home/sites/weakauras$ sudo npm updateâ-? â¢â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-'â-",-0.9620000000000006,6,"iamstarkov,Stanzilla,othiym23,iarna,ghost",5,Stanzilla,bug,17.6625,161.76722222222222,1,3
4,6948,"Maximum call stack exceeded when installing from a private github repo , If I go back to npm 2.x it works.Command:npm install git+ssh://git@github.com:<my-org>>/<my-repo> --savenpm-debug.log below: if my obfuscation of my org and repo names is too annoying let me know:0 info it worked if it ends with ok1 verbose cli [ '/usr/local/bin/iojs',1 verbose cli '/usr/local/bin/n",0.603,7,"othiym23,iarna,gscott",3,gscott,bug,931.2041666666667,1924.9261111111111,5,6
8,585,"`npm install` doesn't update scoped package in-place to match package.json , In multiple packages, I've run into this with npm v2.13.2onio.js v2.5:I have @ljharb/eslint-config installed at v1.0.3, and package.json was changed from ^1.0.3 to ^1.0.4.- npm ls doesn't report any errors (which I'd expect it to, since 1.0.3 doesn't satisfy ^1.0.4.- npm install doesn't cause v1.0.4",7.754,3,"othiym23,npm-robot,ljharb",3,ljharb,"bot-closed,bug",16324.146388888888,16505.599444444444,7,7
2,84,"npm link should have --ignore-scripts option , I think this is a really useful option during debug and I think it should be added.",9.950000000000001,7,"othiym23,npm-robot",2,Pieter-Jan,"bot-closed,bug,link,needs-repro",8848.151666666667,16534.43222222222,7,7
15,341,"3.2: npm install completes before complaining about missing package.json , in npm 3.2, installing a package to a project without a package.json fails (ENOENT package.json).. but it performs all network/downloading first.. i work remotely on mobile data plans so pulling a lot of data, only to be told it failed, seems inefficient.. is it possible to test for package.json pre",36.708999999999996,23,"75lb,othiym23,iarna,saper",4,75lb,"bug,ready",13862.4775,688.9533333333334,7,5
2,435,"Issue publishing with version 2.13.2 , Trying to publish on io.js 2.5.0, npm 2.13.2 on OS X. Received the following error:npm ERR! publish Failed PUT 500npm ERR! Darwin 12.5.0npm ERR! argv ""/usr/local/bin/iojs"" ""/usr/local/bin/npm"" ""publish""npm ERR! node v2.5.0npm ERR! npm v2.13.2npm ERR! code E500npm ERR! unexpected status code: 404 : c",2.327,3,"othiym23,cjihrig",2,cjihrig,"bug,registry",17.949444444444445,0.11611111111111111,1,1
3,984,"`git://github.com/*` is misinterpreted as `git@github.com:*` , I had a public Node.js npm-friendly [package](https://github.com/chbrown/signs-server) on GitHub that I didn't think was worth publishing to the npmjs registry, but wanted to install it from the GitHub repo using npm. The repository field in its package.json was set to ""git://github.com/chbrown/sign",0,4,"othiym23,iarna",2,chbrown,"bug,feature-request,git",1017.5308333333334,4518.1241666666665,5,7
13,1218,"issue publishing , When attempting to publish ember-cli@v1.13.5 the publish failed mid-flight with:ember-cli git:(release) npm publishnpm ERR! registry error parsing jsonnpm ERR! publish Failed PUT 403npm ERR! Darwin 14.4.0npm ERR! argv ""/usr/local/bin/iojs"" ""/usr/local/bin/npm"" ""publish""npm ERR! node v2.2.1npm ERR! n",9.981000000000002,7,"othiym23,stefanpenner,bcoe",3,stefanpenner,"bug,support",3277.722777777778,149.15055555555554,6,3
8,669,"npm version while in a subdirectory of the project increments the version but fails to commit to git , ariastewart@LM-BOS-00872654:cases (master:8dbeb8c):; npm version patchv3.0.1npm ERR! Darwin 14.5.0npm ERR! argv ""node"" ""/usr/local/bin/npm"" ""version"" ""patch""npm ERR! node v0.12.7npm ERR! npm v3.1.3npm ERR! code 128npm ERR! Command failed: git add package.jsonnpm ERR! fatal: pathspec 'package.json' d",0,24,"othiym23,ekmartin,aredridel,simonvanderveldt,dcolens,drew-r",6,aredridel,"bug,git,patch-welcome",134.8986111111111,3233.6441666666665,3,6
23,941,"support ""license"": ""<SPDX license> OR SEE LICENSE IN <file>"" , We just updated a number of our license specs from the previously valid values to the new SPDX forms.And now our licenses have become invalid, again, between npm 2.11 and 2.13.PR https://github.com/npm/npm/pull/8609 lists some of our packages as affected, but we weren't told, unfortunately.It also s",-296.33500000000004,30,"othiym23,kemitchell,rmg,sam-github,ijroth,npm-robot",6,sam-github,"already-looked-at,bot-closed,bug,feature-request,package-json,patch-welcome",281.04305555555555,16596.149444444443,4,7
1,1191,"npm install --save git+ssh://host/foo.git results in crash , 53 verbose stack Error: Unsupported URL Type: ssh://host/foo.git53 verbose stack at parseUrl ($HOME/.nvm/versions/v0.12.2/lib/node_modules/npm/node_modules/npm-package-arg/npa.js:168:13)53 verbose stack at npa ($HOME/.nvm/versions/v0.12.2/lib/node_modules/npm/node_modules/npm-package-arg/npa.js:75:1",0.958,8,iarna,1,iarna,"bug,git,ready",1232.351111111111,338.0002777777778,5,4
4,1411,"Wrong version installed for peerDependencies , When I create a new package.json file like this: javascript{ ""name"": ""peerdep-test"", ""version"": ""1.0.0"", ""devDependencies"": { ""grunt-karma"": ""~0.8.3"", ""karma-junit-reporter"": ""~0.2.2"", ""karma-webpack"": ""~1.5.1"" }}And run npm install, I get this error:npm ERR! peerinvalid The package karma@0.13.3 doe",0,4,"othiym23,npm-robot",2,IgorAufricht,"bot-closed,bug,peerdependencies",17963.71861111111,16634.155833333334,7,7
2,974,"the word ""__app__"" as a dependency name causes npm to crash , For example, I have this in a package.json file: js{ ... ""dependencies"": { ""rocket_module"": ""file:./packages/rocket_module"", ""trusktr_lib2"": ""file:./packages/trusktr_lib2"", ""trusktr_scratchpaper"": ""file:./packages/trusktr_scratchpaper"", ""__app__"": ""file:./packages/__app__"" } ...}Running npm install",9.825000000000001,4,"othiym23,npm-robot,trusktr",3,trusktr,"bot-closed,bug",23437.793611111112,16637.735555555555,7,7
2,307,"Some npm commands allow through invalid package names , npm-package-arg validates package names differently than validate-npm-package-name– the latter needs to be brought into alignment with the former and the former should be updated to use the latter.After that, we need to update npm with comprehensive documentation on what we're actually validating.",0,3,"iarna,npm-robot",2,iarna,"bot-closed,bug",572.6572222222222,16720.56,5,7
1,224,"npm view /path/to/other/package , This reads the packagename from the current folder, not the one specified. It should read it from the specified folder and show that.Further, if it can't find a package.json it shouldn't explode, it should print an error.",8.637,3,"iarna,npm-robot",2,iarna,"bot-closed,bug",11224.704722222223,16720.652777777777,7,7
7,232,"npm@3 modules that link the same bin can remove a bin it doesn't own , As per @iarna at https://github.com/gulpjs/gulp-cli/issues/7issuecomment-121037259I haven't tested this, but a gulp core contributor tested and linked results at https://github.com/gulpjs/gulp-cli/issues/7issuecomment-120907981",1.374,12,"iarna,othiym23,contra,iamstarkov,phated",5,phated,bug,939.1227777777777,621.2558333333334,5,5
15,232,"npm@3 given the same module list, not linking in same order , As per @iarna at https://github.com/gulpjs/gulp-cli/issues/7issuecomment-121037259I haven't tested this, but a gulp core contributor tested and linked results at https://github.com/gulpjs/gulp-cli/issues/7issuecomment-120907981",0,27,"iarna,othiym23,phated,heikki",4,phated,"bug,ready",621.2558333333334,939.1227777777777,5,5
8,199,"npm install module@~version dont match max satisfying version , e.g.: https://www.npmjs.com/package/testnpm2- latest: 1.0.0- versions: [1.0.0, 1.0.1]Except: npm install testnpm2@~1.0.0 => 1.0.1Actual:npm install testnpm2@~1.0.0 => 1.0.0",18.240000000000002,12,"fengmk2,iarna,othiym23,npm-robot,KenanY",5,fengmk2,"bot-closed,bug",12734.620555555555,16839.736666666668,7,7
2,667,"man page renders post-grave content strangely , If this is just a bug in https://github.com/kapouer/marked-man, let me know and I'll re-file. I tried to figure out how NPM generates its manfiles, and I _think_ that's true, but I'm not sure!I'm getting strangeness in my manfiles:![2015-07-17-191638_694x71_scrot](https://cloud.githubusercontent.com",1.9699999999999998,8,"othiym23,steveklabnik,zkat,iarna",4,steveklabnik,"bug,documentation",5386.821944444445,171.42083333333332,7,3
5,766,"Regression in npm 2.13.1 , When installing grunt-contrib-imagemin 0.9.4 (with deps imagemin 3.1.0, imagemin-gifsicle 4.1.0, gifsicle 2.0.1), the nested gifsicle dependency installs fine when using npm 2.13.0 and below:> gifsicle@2.0.1 postinstall /root/workspace/src/github.com/Reviewable/reviewable-client/node_modules/grunt-c",0,5,"othiym23,iarna,segrey",3,pkaminski,bug,10311.980277777779,4685.757777777778,7,7
2,449,"fix `npm rm [-g] <linkedthing>` , npm@3 was breaking this in a variety of exciting ways.First, w/ the global install patch from the last release, it was no longer recognizing global symlinks as symlinks.Second, even when it did, it would try to remove all of their deps, before removing the link to them.And finally, even if it _didn'",2.604,30,"iarna,othiym23",2,iarna,bug,156.6497222222222,19.7,3,1
1,255,"Fix linking of scoped modules , Linking scoped modules was failing due to a check intended to see if the module was installed in the global directory. This did the classic path.resolve(blah, '..') which always, ALWAYS fails for scoped modules. Alas. Adds a test for this scenario too.",0,12,iarna,1,iarna,bug,6.115555555555556,16.520833333333332,1,1
3,117,"memoize access checks to eliminate duplicate checks , This was causing all sorts of problems for windows users. While we're here we refactor this code and add some tests.",0,16,iarna,1,iarna,bug,544.6238888888889,19.914444444444445,5,1
2,77947,"verbosity off the roof , I ran npm i taunus@ -S on a directory where I had taunus symlinked. It was 7.1.5 so I guess I effectively just wanted to upgrade it to 7.1.6 in the package.json, besides the side-effect of getting rid of the symlink that _(used to?)_ happen when you did this.The logging verbosity is just insane in t",-0.25100000000000033,5,"othiym23,iarna,mpal9000",3,bevacqua,bug,158.4802777777778,100.5736111111111,3,3
6,1180,"npm lowercases the links in package.json , Hi.That is from awhile.. i think from v2, but not sure. It seems that it lowercase _all_ (im not sure for now) links that are written to package.json and the registry - if not all, it's for ""homepage"" links. It's like so, because cuz github is not case sensitive, but it's not good, imo.Try https://g",-5.597000000000001,7,"othiym23,tunnckoCore,npm-robot,cchamberlain,iamstarkov",5,tunnckoCore,"bot-closed,bug",11174.995555555555,16905.956944444446,7,7
6,8905,"Error when publishing new package version , I'm trying to update my package into npm registry to a new version and getting ""Cannot read property 'fixNameField' of undefined"" error. Operation system OS X. Node and npm versions are in the log below.This is complete log.0 info it worked if it ends with ok1 verbose cli [ '/opt/local/bin/node', '/",2.3460000000000005,8,"othiym23,yurijmikhalevich",2,yurijmikhalevich,bug,13571.051111111112,0.4036111111111111,7,1
4,591,"npm home gives error if there is no release version, only prereleases , :; npm home require2npm ERR! Darwin 14.4.0npm ERR! argv ""node"" ""/usr/local/bin/npm"" ""home"" ""require2""npm ERR! node v0.12.7npm ERR! npm v3.1.2npm ERR! No compatible version found: require2npm ERR! Valid install targets:npm ERR! [""0.0.0-draft.1""]npm ERR!npm ERR!npm ERR! If you need help, you may repor",4.141000000000001,10,"othiym23,iarna",2,aredridel,"bug,documentation,ready",1.063611111111111,625.9077777777778,1,5
2,1217,"`npm explore` yields an non-interactive shell on windows , using node 0.12.7 and npm 2.11.3 on Windows 7, the npm explore command seems to generate a cmd shell, without stdout/stderr bindings, regardless of which shell the user was in (PowerShell, cmd, cygwin bash, Console2, etc). As such, something like npm explore someNodeModule -- npm install will show t",0,4,"othiym23,npm-robot",2,Pomax,"bot-closed,bug,windows",23173.37861111111,16960.154444444444,7,7
2,1838,"Argument #1: Expected object but got string , ch-nb-467:up-ui-core arobertson$ npm install eslint-plugin-angularnpm ERR! Darwin 14.4.0npm ERR! argv ""node"" ""/Users/arobertson/.nvm/versions/node/v0.12.7/bin/npm"" ""install"" ""eslint-plugin-angular""npm ERR! node v0.12.7npm ERR! npm v3.1.1npm ERR! code EINVALIDTYPEnpm ERR! typeerror Error: Argument 1:",2.4379999999999997,3,"iarna,alexlrobertson",2,alexlrobertson,bug,36.670833333333334,0.3625,2,1
3,1757,"Can't install modules with npm 3.1.1 , I had npm 3.1.0 and ran npm i -g npm@3.1.1. After that, I couldn't install any npm module into a vanilla module (the result of npm init) anymore:>npm install --save-dev grunt-aws-lambdanpm ERR! Windows_NT 6.3.9600npm ERR! argv ""C:\\Users\\Tim\\.nvmw\\latest\\\\node.exe"" ""C:\\Users\\Tim\\.nvmw\\lates",0,3,iarna,1,timdp,bug,134.38972222222222,0.39,3,1
3,1729,"`npm la` should check `npm-shrinkwrap.json` as well as `package.json` for version validity , > ""A great feature request contains> • The current situation.""Running npm la will [""print out extraneous, missing, and invalid packages.""](https://docs.npmjs.com/cli/lsdescription)It looks at the versions in the package.json to determine which modules are out of sync in the local node_modules direct",21.803,11,"othiym23,flarnie,iarna,npm-robot",4,flarnie,"bot-closed,bug,patch-welcome,shrinkwrap",20219.2725,16962.367222222223,7,7
